Drug URL,Drug Class
https:$$www.drugs.com$pro$multi-vitamin-tablets-chewable.html,Vitamin and mineral combinations
https:$$www.drugs.com$cons$palgic.html,Antihistamines
https:$$www.drugs.com$mtm$flu-severe-cold-cough-daytime-powder.html,Upper respiratory combinations
https:$$www.drugs.com$pro$desonide-lotion.html,Topical steroids
https:$$www.drugs.com$cons$vopac.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$stimufend-subcutaneous.html,Colony stimulating factors
https:$$www.drugs.com$mtm$luxiq.html,Topical steroids
https:$$www.drugs.com$mtm$urin-d-s.html,Urinary antispasmodics
https:$$www.drugs.com$estrogel.html,Estrogens
https:$$www.drugs.com$cons$drenison-tape.html,Topical steroids
https:$$www.drugs.com$cons$orudis-kt.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$sambucol.html,Herbal products
https:$$www.drugs.com$cons$albumarc.html,Plasma expanders
https:$$www.drugs.com$cons$bicnu.html,Alkylating agents
https:$$www.drugs.com$cons$minims-pilocarpine-2.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$xywav.html,"Miscellaneous anxiolytics, sedatives and hypnotics"
https:$$www.drugs.com$pro$tarina-24-fe.html,Contraceptives
https:$$www.drugs.com$mtm$soothe-night-time.html,Ophthalmic lubricants and irrigations
https:$$www.drugs.com$mtm$icosapent.html,Miscellaneous antihyperlipidemic agents
https:$$www.drugs.com$pro$methylphenidate-chewable-tablets.html,CNS stimulants
https:$$www.drugs.com$cons$mega-c.html,Vitamins
https:$$www.drugs.com$crestor.html,Statins
https:$$www.drugs.com$mtm$potaba.html,Oral nutritional supplements
https:$$www.drugs.com$mtm$cheratussin-dac.html,Upper respiratory combinations
https:$$www.drugs.com$pro$tenoretic.html,Beta blockers with thiazides
https:$$www.drugs.com$mtm$quadracel.html,Vaccine combinations
https:$$www.drugs.com$mtm$oxacillin-sodium-add-vantage-injection.html,Penicillinase resistant penicillins
https:$$www.drugs.com$mtm$empagliflozin.html,SGLT-2 inhibitors
https:$$www.drugs.com$ryzodeg-70-30.html,Insulin
https:$$www.drugs.com$diastat-acudial.html,Benzodiazepine anticonvulsants
https:$$www.drugs.com$cons$fluzone-intradermal-quadrivalent-2014-2015-formula.html,Viral vaccines
https:$$www.drugs.com$cons$evarrest.html,Miscellaneous coagulation modifiers
https:$$www.drugs.com$pro$mesalamine-controlled-release-capsules.html,5-aminosalicylates
https:$$www.drugs.com$cons$anacin-aspirin-free.html,Miscellaneous analgesics
https:$$www.drugs.com$pro$intralipid.html,Intravenous nutritional products
https:$$www.drugs.com$plegridy.html,Interferons
https:$$www.drugs.com$mtm$acetic-acid-vaginal.html,Topical anti-infectives
https:$$www.drugs.com$mtm$arsenic-trioxide.html,Miscellaneous antineoplastics
https:$$www.drugs.com$cons$peridol.html,Miscellaneous antipsychotic agents
https:$$www.drugs.com$lanreotide.html,Somatostatin and somatostatin analogs
https:$$www.drugs.com$cons$halog-cream.html,Topical steroids
https:$$www.drugs.com$pro$acetic-acid.html,Otic anti-infectives
https:$$www.drugs.com$mtm$uro-mag.html,Minerals and electrolytes
https:$$www.drugs.com$pro$dexamethasone-sodiumphosphate.html,Ophthalmic steroids
https:$$www.drugs.com$pro$procysbi-delayed-release.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$cons$noctiva.html,Antidiuretic hormones
https:$$www.drugs.com$pro$orabloc.html,Local injectable anesthetics
https:$$www.drugs.com$mtm$genicin-vita-d.html,Vitamins
https:$$www.drugs.com$pro$norelgestromin-and-ethinyl-estradiol.html,Contraceptives
https:$$www.drugs.com$cons$amoxil-pediatric-oral.html,Aminopenicillins
https:$$www.drugs.com$human_secretin.html,In vivo diagnostic biologicals
https:$$www.drugs.com$daklinza.html,NS5A inhibitors
https:$$www.drugs.com$mtm$galantamine.html,Cholinesterase inhibitors
https:$$www.drugs.com$pro$carbocaine-with-neo-cobefrin.html,Local injectable anesthetics
https:$$www.drugs.com$mtm$cyclopentolate-ophthalmic.html,Mydriatics
https:$$www.drugs.com$pro$augmentin-chewable.html,Beta-lactamase inhibitors
https:$$www.drugs.com$pro$hyperhep-b-s-d.html,Immune globulins
https:$$www.drugs.com$mtm$senosol-ss.html,Laxatives
https:$$www.drugs.com$pro$ethynodiol-diacetate-and-ethinyl-estradiol.html,Contraceptives
https:$$www.drugs.com$cons$pms-prednisolone.html,Glucocorticoids
https:$$www.drugs.com$pro$gentamicin-sodium-chloride.html,Aminoglycosides
https:$$www.drugs.com$cons$aminofen.html,Miscellaneous analgesics
https:$$www.drugs.com$cons$chloromycetin-ophthalmic.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$triaminic-softchews-allergy-sinus.html,Upper respiratory combinations
https:$$www.drugs.com$amlodipine.html,Calcium channel blocking agents
https:$$www.drugs.com$pro$aminosyn-pf-injection.html,Intravenous nutritional products
https:$$www.drugs.com$cons$fostex-cream-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$orkambi.html,CFTR combinations
https:$$www.drugs.com$cons$had.html,Topical anesthetics
https:$$www.drugs.com$mtm$dutasteride.html,5-alpha-reductase inhibitors
https:$$www.drugs.com$cons$theracys.html,Miscellaneous antineoplastics
https:$$www.drugs.com$adacel.html,Vaccine combinations
https:$$www.drugs.com$mtm$carmustine-injection-implant.html,Alkylating agents
https:$$www.drugs.com$cons$vitamin-a-acid-topical.html,Topical acne agents
https:$$www.drugs.com$mtm$chlorpheniramine-and-hydrocodone.html,Upper respiratory combinations
https:$$www.drugs.com$excedrin.html,Analgesic combinations
https:$$www.drugs.com$mtm$doral.html,Benzodiazepines
https:$$www.drugs.com$exforge-hct.html,Miscellaneous antihypertensive combinations
https:$$www.drugs.com$pro$aricept-tablets.html,Cholinesterase inhibitors
https:$$www.drugs.com$cons$fototar-topical.html,Miscellaneous topical agents
https:$$www.drugs.com$cons$tofranil-pm.html,Tricyclic antidepressants
https:$$www.drugs.com$pro$ablysinol.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$zonegran.html,Carbonic anhydrase inhibitor anticonvulsants
https:$$www.drugs.com$mtm$acitretin.html,Antipsoriatics
https:$$www.drugs.com$mircette.html,Contraceptives
https:$$www.drugs.com$pro$toronova-ii-suik.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$novaferrum-pediatric.html,Iron products
https:$$www.drugs.com$pro$sulfacetamide.html,Ophthalmic anti-infectives
https:$$www.drugs.com$mtm$glycerol-phenylbutyrate.html,Urea cycle disorder agents
https:$$www.drugs.com$intuniv.html,"Antiadrenergic agents, centrally acting"
https:$$www.drugs.com$mtm$orphengesic-forte.html,Skeletal muscle relaxant combinations
https:$$www.drugs.com$pro$myleran.html,Alkylating agents
https:$$www.drugs.com$cons$apo-amoxi.html,Natural penicillins
https:$$www.drugs.com$mtm$carb-o-sal5.html,Topical emollients
https:$$www.drugs.com$cons$dermatop.html,Topical steroids
https:$$www.drugs.com$cons$myoview.html,Radiologic conjugating agents
https:$$www.drugs.com$pro$zolpak.html,Topical antifungals
https:$$www.drugs.com$mtm$paliperidone-injection.html,Atypical antipsychotics
https:$$www.drugs.com$pro$lidostream.html,Topical anesthetics
https:$$www.drugs.com$cons$timoptic-xe-ocumeter.html,Ophthalmic glaucoma agents
https:$$www.drugs.com$mtm$onexton.html,Topical acne agents
https:$$www.drugs.com$pro$venlafaxine-er-capsules.html,Serotonin-norepinephrine reuptake inhibitors
https:$$www.drugs.com$pro$sodium-picosulfate-magnesium-oxide-and-citric-acid.html,Laxatives
https:$$www.drugs.com$combivent.html,Bronchodilator combinations
https:$$www.drugs.com$janumet.html,Antidiabetic combinations
https:$$www.drugs.com$pro$capsinac.html,Topical non-steroidal anti-inflammatories
https:$$www.drugs.com$pro$ketorolac.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$pro$benoquin.html,Topical depigmenting agents
https:$$www.drugs.com$veklury.html,Purine nucleosides
https:$$www.drugs.com$mtm$n-ice-with-vitamin-c.html,Vitamins
https:$$www.drugs.com$mtm$dupixent-pre-filled-syringe.html,Interleukin inhibitors
https:$$www.drugs.com$mtm$acetaminophen-dextromethorphan-and-diphenhydramine.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$fem-ph-vaginal.html,Topical anti-infectives
https:$$www.drugs.com$pro$infergen.html,Interferons
https:$$www.drugs.com$nortriptyline.html,Tricyclic antidepressants
https:$$www.drugs.com$pro$hydrocodone-bitartrate-and-acetaminophen-oral-solution.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$monistat-derm-topical.html,Topical antifungals
https:$$www.drugs.com$mtm$neobenz-micro.html,Topical acne agents
https:$$www.drugs.com$mtm$dytan-d.html,Upper respiratory combinations
https:$$www.drugs.com$enalapril.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$mtm$argatroban.html,Thrombin inhibitors
https:$$www.drugs.com$ionsys.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$excedrin-migraine.html,Analgesic combinations
https:$$www.drugs.com$mtm$quasense-extended-cycle.html,Contraceptives
https:$$www.drugs.com$mtm$methylprednisolone-injection.html,Glucocorticoids
https:$$www.drugs.com$mtm$trianex.html,Topical steroids
https:$$www.drugs.com$mtm$sevelamer.html,Phosphate binders
https:$$www.drugs.com$mtm$zithromax-z-pak.html,Macrolides
https:$$www.drugs.com$mtm$first-testosterone.html,Androgens and anabolic steroids
https:$$www.drugs.com$cons$dimetapp-decongestant.html,Decongestants
https:$$www.drugs.com$cons$platinol-aq.html,Alkylating agents
https:$$www.drugs.com$mtm$potassium-chloride-and-sodium-chloride.html,Minerals and electrolytes
https:$$www.drugs.com$cons$gentacidin.html,Ophthalmic anti-infectives
https:$$www.drugs.com$pro$ascor-injection.html,Vitamins
https:$$www.drugs.com$zyban.html,Smoking cessation agents
https:$$www.drugs.com$pro$hair-regrowth-treatment-for-women.html,Miscellaneous topical agents
https:$$www.drugs.com$tecentriq.html,Anti-PD-1 monoclonal antibodies
https:$$www.drugs.com$pro$atgam.html,Selective immunosuppressants
https:$$www.drugs.com$mtm$excedrin-quick-tab-peppermint.html,Analgesic combinations
https:$$www.drugs.com$pro$mycolog-ii-cream.html,Topical steroids with anti-infectives
https:$$www.drugs.com$blinatumomab.html,CD19 monoclonal antibodies
https:$$www.drugs.com$cons$humulin-50-50.html,Insulin
https:$$www.drugs.com$cons$genadur.html,Vitamins
https:$$www.drugs.com$mtm$mag-g.html,Minerals and electrolytes
https:$$www.drugs.com$cons$zerit-pediatrics.html,Nucleoside reverse transcriptase inhibitors (NRTIs)
https:$$www.drugs.com$mtm$conal.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$goody-s-headache-powders.html,Analgesic combinations
https:$$www.drugs.com$mtm$accuretic.html,ACE inhibitors with thiazides
https:$$www.drugs.com$mtm$hydrochlorothiazide-and-quinapril.html,ACE inhibitors with thiazides
https:$$www.drugs.com$mtm$driminate.html,Anticholinergic antiemetics
https:$$www.drugs.com$mtm$tipranavir.html,Protease inhibitors
https:$$www.drugs.com$mtm$tylenol-warming-cold-multi-symptom-nighttime.html,Upper respiratory combinations
https:$$www.drugs.com$pro$avar-ls-cleanser-emulsion.html,Topical antibiotics
https:$$www.drugs.com$pro$myzilra.html,Contraceptives
https:$$www.drugs.com$mtm$colchicine.html,Antigout agents
https:$$www.drugs.com$mtm$risankizumab.html,Interleukin inhibitors
https:$$www.drugs.com$cons$lartruvo.html,Miscellaneous antineoplastics
https:$$www.drugs.com$altace.html,Angiotensin Converting Enzyme Inhibitors
https:$$www.drugs.com$cons$numorphan.html,Opioids (narcotic analgesics)
https:$$www.drugs.com$cons$vicks-sinex-12-hour.html,Nasal antihistamines and decongestants
https:$$www.drugs.com$pro$fusilev.html,Antidotes
https:$$www.drugs.com$cons$metrolotion-topical.html,Topical anti-rosacea agents
https:$$www.drugs.com$ultresa.html,Digestive enzymes
https:$$www.drugs.com$mtm$nexviazyme.html,Lysosomal enzymes
https:$$www.drugs.com$cons$crixivan.html,Protease inhibitors
https:$$www.drugs.com$pro$covid-19-vaccine-pfizer-monovalent-6-mo-4-yr.html,Viral vaccines
https:$$www.drugs.com$mtm$hydrocortisone-neomycin-and-polymyxin-b-otic.html,Otic steroids with anti-infectives
https:$$www.drugs.com$mtm$tiopronin.html,Miscellaneous genitourinary tract agents
https:$$www.drugs.com$cons$maxair.html,Adrenergic bronchodilators
https:$$www.drugs.com$dulcolax-stool-softener.html,Laxatives
https:$$www.drugs.com$pro$prizotral-ii.html,Topical anesthetics
https:$$www.drugs.com$tibsovo.html,Miscellaneous antineoplastics
https:$$www.drugs.com$pro$dotremin.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$benzyl-alcohol-camphor-and-menthol-topical.html,Topical rubefacient
https:$$www.drugs.com$mtm$lexette.html,Topical steroids
https:$$www.drugs.com$ipilimumab.html,Anti-CTLA-4 monoclonal antibodies
https:$$www.drugs.com$pro$ionosol-mb.html,Intravenous nutritional products
https:$$www.drugs.com$mtm$dermotic-oil.html,Otic steroids
https:$$www.drugs.com$mtm$alogliptin.html,Dipeptidyl peptidase 4 inhibitors
https:$$www.drugs.com$zarxio.html,Colony stimulating factors
https:$$www.drugs.com$cons$zyvox-intravenous.html,Oxazolidinone antibiotics
https:$$www.drugs.com$pro$tuxarin.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$elagolix-estradiol-and-norethindrone.html,Sex hormone combinations
https:$$www.drugs.com$mtm$asfotase-alfa.html,Miscellaneous metabolic agents
https:$$www.drugs.com$mtm$thiamine.html,Vitamins
https:$$www.drugs.com$cons$anti-gas-ultra-strength.html,Miscellaneous GI agents
https:$$www.drugs.com$sylvant.html,Interleukin inhibitors
https:$$www.drugs.com$cons$primalev.html,Narcotic analgesic combinations
https:$$www.drugs.com$progesterone.html,Progestins
https:$$www.drugs.com$pro$strovite-one.html,Vitamin and mineral combinations
https:$$www.drugs.com$mtm$survanta-intratracheal.html,Lung surfactants
https:$$www.drugs.com$mtm$fluocinonide-e.html,Topical steroids
https:$$www.drugs.com$pro$rezvoglar-kwikpen.html,Insulin
https:$$www.drugs.com$mtm$theraflu-max-d-severe-cold-flu.html,Upper respiratory combinations
https:$$www.drugs.com$pro$pennsaicin.html,Topical non-steroidal anti-inflammatories
https:$$www.drugs.com$mtm$sudafed-pe-severe-cold.html,Upper respiratory combinations
https:$$www.drugs.com$stanozolol.html,Androgens and anabolic steroids
https:$$www.drugs.com$pro$prednisolone-odt.html,Glucocorticoids
https:$$www.drugs.com$aduhelm.html,Miscellaneous central nervous system agents
https:$$www.drugs.com$cons$fudr.html,Antimetabolites
https:$$www.drugs.com$mtm$sani-supp-rectal.html,Laxatives
https:$$www.drugs.com$pro$gaba-300-ezs.html,Gamma-aminobutyric acid analogs
https:$$www.drugs.com$cons$noxafil-powdermix.html,Azole antifungals
https:$$www.drugs.com$mtm$moxetumomab-pasudotox.html,Miscellaneous antineoplastics
https:$$www.drugs.com$mtm$brexpiprazole.html,Atypical antipsychotics
https:$$www.drugs.com$isosorbide_mononitrate.html,Antianginal agents
https:$$www.drugs.com$mtm$epitol.html,Dibenzazepine anticonvulsants
https:$$www.drugs.com$mtm$amethyst.html,Contraceptives
https:$$www.drugs.com$cons$tolectin-600.html,Nonsteroidal anti-inflammatory drugs
https:$$www.drugs.com$mtm$scrub-care-exidine.html,Antiseptic and germicides
https:$$www.drugs.com$ziana.html,Topical acne agents
https:$$www.drugs.com$pro$protopam.html,Antidotes
https:$$www.drugs.com$cons$uni-cenna.html,Laxatives
https:$$www.drugs.com$mavyret.html,Antiviral combinations
https:$$www.drugs.com$mtm$nyquil-cold-flu-alcohol-free.html,Upper respiratory combinations
https:$$www.drugs.com$cons$pamix.html,Anthelmintics
https:$$www.drugs.com$vijoice.html,PI3K inhibitors
https:$$www.drugs.com$mtm$hyaluronan.html,Viscosupplementation agents
https:$$www.drugs.com$cons$armonair-digihaler-with-emodule.html,Inhaled corticosteroids
https:$$www.drugs.com$pro$divalproex.html,Fatty acid derivative anticonvulsants
https:$$www.drugs.com$mtm$aloe-polysaccharides-hydrocortisone-and-iodoquinol-topical.html,Topical steroids with anti-infectives
https:$$www.drugs.com$pro$fiasp-injection.html,Insulin
https:$$www.drugs.com$pro$paremyd.html,Mydriatics
https:$$www.drugs.com$mtm$diurex-water-capsules.html,Miscellaneous diuretics
https:$$www.drugs.com$cons$emend-intravenous.html,NK1 receptor antagonists
https:$$www.drugs.com$pro$levocarnitine-tablet.html,Nutraceutical products
https:$$www.drugs.com$pro$dianeal-pd-2.html,Intravenous nutritional products
https:$$www.drugs.com$pro$prevident-5000-plus.html,Mouth and throat products
https:$$www.drugs.com$mtm$blis-to-sol-powder.html,Topical antifungals
https:$$www.drugs.com$mtm$amlodipine-and-perindopril.html,ACE inhibitors with calcium channel blocking agents
https:$$www.drugs.com$mtm$maxidex-ophthalmic.html,Ophthalmic steroids
https:$$www.drugs.com$mtm$tylenol-with-codeine-3.html,Narcotic analgesic combinations
https:$$www.drugs.com$cons$crolom.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$cons$beconase.html,Nasal steroids
https:$$www.drugs.com$chantix.html,Smoking cessation agents
https:$$www.drugs.com$mtm$granisetron-transdermal.html,5HT3 receptor antagonists
https:$$www.drugs.com$pro$anusol-hc-suppository.html,Topical steroids
https:$$www.drugs.com$mtm$dexrazoxane.html,Miscellaneous uncategorized agents
https:$$www.drugs.com$mtm$nitric-oxide-inhalation-gas.html,Miscellaneous respiratory agents
https:$$www.drugs.com$mtm$comtrex-cold-and-flu-maximum-strength-tablet.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$bacitracin-topical.html,Topical antibiotics
https:$$www.drugs.com$lamictal.html,Triazine anticonvulsants
https:$$www.drugs.com$mtm$cevimeline.html,Cholinergic agonists
https:$$www.drugs.com$mtm$prefest.html,Sex hormone combinations
https:$$www.drugs.com$pro$hydrocodone-and-chlorpheniramine-solution.html,Upper respiratory combinations
https:$$www.drugs.com$mtm$bimatoprost-topical-ophthalmic.html,Miscellaneous topical agents
https:$$www.drugs.com$mtm$senosol.html,Laxatives
https:$$www.drugs.com$cons$hydrozone-plus.html,Topical steroids
https:$$www.drugs.com$cons$zyrtec-itchy-eye.html,Ophthalmic antihistamines and decongestants
https:$$www.drugs.com$pro$tridione.html,Oxazolidinedione anticonvulsants
https:$$www.drugs.com$pro$cyproheptadine-syrup.html,Antihistamines
